"","ID","Severity","Start_Time","End_Time","Start_Lat","Start_Lng","End_Lat","End_Lng","Distance(mi)","Description","Number","Street","Side","City","County","State","Zipcode","Country","Timezone","Airport_Code","Weather_Timestamp","Temperature(F)","Wind_Chill(F)","Humidity(%)","Pressure(in)","Visibility(mi)","Wind_Direction","Wind_Speed(mph)","Precipitation(in)","Weather_Condition","Amenity","Bump","Crossing","Give_Way","Junction","No_Exit","Railway","Roundabout","Station","Stop","Traffic_Calming","Traffic_Signal","Turning_Loop","Sunrise_Sunset","Civil_Twilight","Nautical_Twilight","Astronomical_Twilight"
"5440","A-3654302",2,2020-04-22 21:57:42,2020-04-22 22:57:42,40.54142,-74.36584,40.54142,-74.36584,0,"At CR-669/Bridge St - Accident.",620,"Middlesex Ave","R","Metuchen","Middlesex","NJ","08840-1864","US","US/Eastern","KLDJ",2020-04-22 21:55:00,46,46,27,29.96,10,"CALM",0,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Night","Night","Night","Night"
"5441","A-3075082",2,2020-11-13 01:47:00,2020-11-13 03:05:20,40.868314,-124.108525,40.868334,-124.115685,0.374,"Incident on CA-255 SB near PACHECO RD Expect delays.",NA,"Samoa Blvd","R","Arcata","Humboldt","CA","95521","US","US/Pacific","KACV",2020-11-13 01:53:00,51,51,66,29.74,10,"SSE",7,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"5442","A-4189029",2,2019-05-24 09:20:11,2019-05-24 09:49:31,40.69687,-73.53705,40.69842,-73.5148,1.17,"Between Bellmore Rd/Exit 26 and Wantagh Pky/Exit 27 - Accident. Lane blocked.",NA,"Southern State Pkwy E","R","Bellmore","Nassau","NY","11710","US","US/Eastern","KFRG",2019-05-24 08:53:00,68,68,50,29.7,10,"WNW",24,0,"Fair / Windy",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"5443","A-3639220",2,2020-04-14 14:36:18,2020-04-14 15:41:16,40.80466,-73.27378,40.80466,-73.27378,0,"At Wicks Rd/Exit 53 - Accident.",NA,"Long Island Expy E","R","Brentwood","Suffolk","NY","11717","US","US/Eastern","KISP",2020-04-14 14:56:00,54,54,34,29.9,10,"WNW",5,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"5444","A-3025235",2,2020-09-17 21:20:05,2020-09-17 23:05:04,39.43522,-76.633661,39.42305,-76.638621,0.882,"Incident on I-83 SB near SEMINARY AVE Drive with caution.",NA,"I-83 S","R","Lutherville Timonium","Baltimore County","MD","21093","US","US/Eastern","KDMH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"5445","A-3365076",2,2020-11-20 01:16:21,2020-11-20 02:55:51,42.305666,-87.983588,42.305592,-87.984796,0.062,"Incident on IL-137 near BUTTERFIELD RD Expect delays.",1498,"Peterson Rd","L","Libertyville","Lake","IL","60048-1002","US","US/Central","KUGN",2020-11-20 00:55:00,55,55,49,29.18,10,"SW",14,0,"Fair",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"5446","A-2961052",2,2020-12-12 04:49:54,2020-12-12 05:49:54,44.526944,-123.11011,44.520515,-123.109873,0.444,"Hazardous debris. Use caution.",32531,"Highway 99E","R","Tangent","Linn","OR","97389-9758","US","US/Pacific","KCVO",2020-12-12 04:56:00,39,35,93,29.92,10,"NNE",6,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"5447","A-3013964",2,2020-10-06 15:16:00,2020-10-06 22:10:43,38.832258,-123.623619,38.830479,-123.617385,0.357,"Incident on CA-1 SB near HOUSE 800 Drive with caution.",31923,"S Highway 1","R","Gualala","Mendocino","CA","95445-8522","US","US/Pacific","KUKI",2020-10-06 14:56:00,94,94,12,29.27,10,"SE",8,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"5448","A-2990824",2,2020-10-07 03:08:01,2020-10-07 06:13:30,32.091912,-110.784123,32.088068,-110.772843,0.712,"Incident on E OLD VAIL RD near S RAIL PL Drive with caution.",9735,"E Old Vail Rd","L","Tucson","Pima","AZ","85747","US","US/Mountain","KDMA",2020-10-07 02:56:00,67,67,16,27.18,10,"SSE",6,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"5449","A-3507470",1,2020-05-21 09:46:46,2020-05-21 10:31:46,32.15883,-111.10601,32.15883,-111.10601,0,"At S Sandario Rd - Accident.",6802,"W Ajo Hwy","R","Tucson","Pima","AZ","85735","US","US/Mountain","KRYN",2020-05-21 09:45:00,72,72,13,27.48,10,"CALM",0,NA,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"5450","A-3483359",2,2020-05-09 14:19:39,2020-05-09 15:39:37,45.0919,-123.67636,45.0919,-123.67636,0,"At SW Grand Ronde Rd - Accident.",54728,"SW Hebo Rd","R","Grand Ronde","Yamhill","OR","97347-9510","US","US/Pacific","KMMV",2020-05-09 13:53:00,84,84,31,29.69,10,"N",8,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"5451","A-4059350",3,2018-04-23 19:15:57,2018-04-24 01:15:57,37.43031,-122.10368,37.42823,-122.1015,0.187,"At San Antonio Rd/Exit 400B/Exit 400C - Accident.",NA,"Bayshore Fwy S","R","Palo Alto","Santa Clara","CA","94303","US","US/Pacific","KPAO",2018-04-23 18:47:00,NA,NA,NA,29.93,10,"NNW",16.1,NA,"Scattered Clouds",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"5452","A-3109822",2,2020-12-30 15:38:00,2020-12-30 18:13:00,34.067483,-117.545259,34.067618,-117.569733,1.401,"Slow traffic on I-10 W - San Bernardino Fwy W from Etiwanda Ave/Valley Blvd (I-10) to Haven Ave (I-10) due to accident.",NA,"I-10 W","R","Ontario","San Bernardino","CA","91761","US","US/Pacific","KONT",2020-12-30 15:53:00,66,66,17,29.11,10,"W",10,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"5453","A-3161932",2,2020-12-22 17:23:01,2020-12-22 18:39:15,35.106242,-106.657279,35.106952,-106.652289,0.286,"Incident on I-40 EB near MM 158 Right lane blocked. Expect delays.",NA,"Coronado Fwy E","R","Albuquerque","Bernalillo","NM","87102","US","US/Mountain","KABQ",2020-12-22 17:52:00,49,44,27,24.54,10,"SSW",13,0,"Fair",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Day","Day","Day"
"5454","A-3341056",2,2020-12-02 15:03:30,2020-12-03 02:40:00,45.539591,-122.670759,45.531351,-122.665345,0.627,"Slow traffic on US-30 E - Pacific Highway 1 S - I-5 S from I-405/US-30/Exit 302 (I-5) to Weidler St/Exit 302 (I-5) due to accident.",NA,"I-5 S","R","Portland","Multnomah","OR","97227","US","US/Pacific","KPDX",2020-12-02 14:53:00,53,53,38,30.15,10,"E",23,0,"Fair / Windy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"5455","A-4007044",2,2018-08-03 13:15:38,2018-08-03 19:15:38,44.03492,-70.26649,44.033516,-70.267593,0.111,"At ME-122/Poland Springs Rd/Moose Brook Rd - Accident. 1 lane closed.",1837,"Washington St S","L","Auburn","Androscoggin","ME","04210-7967","US","US/Eastern","KLEW",2018-08-03 12:56:00,84.9,NA,57,30.16,10,"NW",4.6,NA,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"5456","A-3328468",2,2020-10-21 15:17:00,2020-10-21 16:37:00,33.904892,-84.277249,33.910002,-84.283129,0.488,"Incident on I-285 WB near GA-13 Expect long delays.",NA,"GA-407 W","R","Atlanta","DeKalb","GA","30360","US","US/Eastern","KPDK",2020-10-21 14:53:00,80,80,60,29.13,10,"VAR",5,0,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"5457","A-2748724",2,2016-07-27 07:44:00,2016-07-27 13:44:00,45.19686,-93.55745,45.1908,-93.54568,0.71,"At MN-101/Exit 207 - Accident.",NA,"US-52 E","R","Rogers","Hennepin","MN","55374","US","US/Central","KMIC",2016-07-27 07:53:00,73.9,NA,85,29.94,10,"South",3.5,NA,"Overcast",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"5458","A-3142977",2,2020-10-27 15:22:00,2020-10-27 17:54:04,30.204004,-97.759368,30.205594,-97.758077,0.134,"Incident on S I-35 SERVICE RD NB near TERI RD Drive with caution.",NA,"I-35 N","R","Austin","Travis","TX","78744","US","US/Central","KAUS",2020-10-27 14:53:00,45,38,82,29.45,10,"N",17,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"5459","A-3464181",3,2020-06-04 13:23:34,2020-06-04 13:46:01,39.69205,-86.2366,39.69682,-86.18269,2.885,"At IN-37/Harding St/Exit 4 - Accident.",NA,"I-465 E","R","Indianapolis","Marion","IN","46221","US","US/Eastern","KIND",2020-06-04 12:54:00,78,78,71,29,10,"WSW",9,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"5460","A-2808437",4,2016-07-12 09:14:08,2016-07-12 15:14:08,37.19602,-77.32081,37.255195,-77.308835,4.141,"Closed between US-460/Exit 3 and VA-36/Exit 9 - Road closed due to accident.",NA,"I-295 N","R","Prince George","Prince George","VA","23875","US","US/Eastern","KPTB",2016-07-12 09:15:00,79.5,NA,84,30.12,10,"ESE",4.6,NA,"Scattered Clouds",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"5461","A-3877359",2,2019-09-10 09:05:00,2019-09-10 09:57:17,33.968177,-118.16785,33.968177,-118.16785,0,"At I-710/Long Beach Fwy - Accident.",NA,"I-710 S","R","Bell Gardens","Los Angeles","CA","90201","US","US/Pacific","KCQT",2019-09-10 08:52:00,72,72,64,29.7,8,"CALM",0,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"5462","A-2994700",2,2020-11-13 13:58:00,2020-11-14 01:19:07,26.682195,-81.897481,26.683409,-81.901516,0.263,"Slow traffic on FL-78 - FL-45 - US-41 N from Woodward Ave to Stockton St due to accident.",496,"Pine Island Rd","R","North Fort Myers","Lee","FL","33903-3746","US","US/Eastern","KFMY",2020-11-13 13:53:00,84,84,65,29.96,10,"N",7,0,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"5463","A-3215155",2,2020-12-23 20:05:20,2020-12-23 22:29:18,44.049997,-95.220468,44.050378,-95.200258,1.004,"Incident on MN-30 near 430TH AVE Drive with caution.",30000,"430th Ave","R","Jeffers","Cottonwood","MN","56145","US","US/Central","KMWM",2020-12-23 20:02:00,5,-22,85,28.28,0,"NW",41,0,"Heavy Snow / Windy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"5464","A-3189573",2,2020-11-18 14:12:30,2020-11-19 03:34:00,34.891225,-82.07667,34.88864,-82.071228,0.356,"Stationary traffic on SC-290 from Berry Shoals Rd/River Ridge Rd (E Main St/SC-290) to SC-296/Reidville Rd (Moore Duncan Hwy/E Main St/SC-290) due to accident.",1954,"E Main St","L","Duncan","Spartanburg","SC","29334-9794","US","US/Eastern","KGSP",2020-11-18 13:53:00,57,57,20,29.44,10,"VAR",3,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"5465","A-2969645",2,2020-12-25 03:21:30,2020-12-25 04:18:00,38.692718,-77.226409,38.716692,-77.214431,1.778,"Slow traffic on I-95 N from US-1/Exit 161 (I-95) to VA-7100/Exit 166 (I-95) due to accident.",NA,"I-95 N","R","Lorton","Fairfax County","VA","22079","US","US/Eastern","KDAA",2020-12-25 03:36:00,43,37,93,29.37,10,"NW",12,0,"Light Rain",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"5466","A-4047943",4,2018-05-22 06:46:39,2018-05-22 12:46:39,34.33595,-118.50752,34.34084,-118.52113,0.847,"Ramp closed to CA-14/Exit 162 - Road closed due to accident.",NA,"I-5 Trk N","R","Newhall","Los Angeles","CA","91321","US","US/Pacific","K3A6",2018-05-22 06:51:00,58,58,78,29.05,10,"SE",6,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"5467","A-3602565",2,2020-03-26 16:20:44,2020-03-26 16:50:44,36.02833,-86.59041,36.02833,-86.59041,0,"At Parthenon Pky/Nir Shreibman Blvd - Serious accident.",4597,"Lavergne Couchville Pike","R","Antioch","Davidson","TN","37013-5636","US","US/Central","KBNA",2020-03-26 15:53:00,82,82,39,29.15,10,"S",20,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"5468","A-4183432",4,2019-05-12 07:42:29,2019-05-12 08:12:05,30.362,-97.68559,30.3792,-97.6748,1.351,"Closed between Braker Ln and Berrywood Dr/Meadow Lark Ave - Road closed due to accident.",NA,"I-35 N","R","Austin","Travis","TX","78753","US","US/Central","KATT",2019-05-12 07:51:00,62,62,84,29.23,10,"N",5,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"5469","A-3004257",2,2020-11-29 03:29:00,2020-11-29 05:34:38,38.635616,-122.601447,38.641139,-122.596527,0.465,"Lake County Hwy. HEARD ONLY",4120,"Lake County Hwy","R","Calistoga","Napa","CA","94515-9412","US","US/Pacific","KSTS",2020-11-29 03:53:00,33,33,92,30.04,10,"CALM",0,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"5470","A-3353093",2,2020-12-02 22:48:00,2020-12-03 05:45:47,43.053936,-83.723514,43.055191,-83.723541,0.087,"Incident on FLEMING RD near WOODHALL ST Drive with caution.",4298,"Fleming Rd","R","Flint","Genesee","MI","48504-2140","US","US/Eastern","KFNT",2020-12-02 22:53:00,37,30,46,29.28,10,"WSW",9,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"5471","A-2952645",4,2017-07-18 16:54:46,2017-07-18 22:54:46,39.14159,-121.64852,39.14159,-121.64852,0,"Closed at Colusa Hwy - Road closed due to accident.",1825,"Colusa Hwy","L","Yuba City","Sutter","CA","95993-9097","US","US/Pacific","KMYV",2017-07-18 16:53:00,93,NA,15,29.91,10,"South",8.1,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"5472","A-2774485",2,2016-11-15 13:48:44,2016-11-15 19:48:44,41.860591,-87.992749,41.86059,-87.9927,0.003,"At CR-25/Meyers Rd/Westmore-Meyers Rd - Accident.",1194,"Westmore Meyers Rd","R","Lombard","Dupage","IL","60148-4777","US","US/Central","KORD",2016-11-15 13:51:00,52,NA,77,29.88,6,"Calm",NA,NA,"Haze",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"5473","A-3543811",2,2020-06-11 16:36:21,2020-06-11 17:21:21,39.13631,-84.60472,39.13631,-84.60472,0,"At OH-264/Glenway Ave - Accident.",3100,"Queen City Ave","R","Cincinnati","Hamilton","OH","45238-2317","US","US/Eastern","KCVG",2020-06-11 16:52:00,80,80,34,29.21,10,"WNW",12,0,"Fair",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"5474","A-3029478",2,2020-12-30 06:47:00,2020-12-30 08:45:47,42.219159,-86.365635,42.193472,-86.375043,1.839,"Incident on I-196 SB near MI-63 Left lane blocked.",NA,"Central Ave","R","Coloma","Berrien","MI","49038","US","US/Eastern","KBEH",2020-12-30 06:53:00,36,28,82,29.17,9,"S",10,0.04,"Light Rain",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Day"
"5475","A-2936659",2,2017-06-28 11:59:33,2017-06-28 17:59:33,27.9377,-82.17502,27.9377,-82.17502,0,"At at Farkas Rd - Accident.",5842,"E State Road 60","L","Plant City","Hillsborough","FL","33567-1759","US","US/Eastern","KPCM",2017-06-28 11:55:00,86,NA,74,30.09,10,"North",NA,NA,"Scattered Clouds",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"5476","A-2820387",2,2016-03-29 07:59:32,2016-03-29 13:59:32,40.19538,-74.83003,40.19508,-74.82815,0.101,"At Stony Hill Rd/Woolston Dr - Accident.",NA,"US-1 N","R","Morrisville","Bucks","PA","19067","US","US/Eastern","KTTN",2016-03-29 07:53:00,45,38.9,48,29.94,10,"WNW",12.7,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"5477","A-3089149",2,2020-12-20 11:33:00,2020-12-20 15:01:54,37.953655,-79.183091,37.954692,-79.182708,0.075,"On US-11 in the County of Augusta in the vicinity of Dabneys Rd; Rt. 667E/W (Augusta County) motorists can expect delays due to a vehicle crash. All North lanes are closed.",5643,"Lee Jackson Hwy","L","Greenville","Augusta","VA","24440-1851","US","US/Eastern","KSHD",2020-12-20 11:35:00,41,38,67,28.77,10,"SW",5,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"5478","A-3286631",2,2020-11-02 11:49:30,2020-11-02 23:37:25,25.629258,-80.382456,25.627233,-80.381331,0.156,"Slow traffic from Florida's Tpke S to Kendale Lakes-Tamiami due to accident.",14620,"SW 117th Ave","R","Miami","Miami-Dade","FL","33186","US","US/Eastern","KTMB",2020-11-02 11:53:00,NA,NA,NA,30.02,NA,NA,NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"5479","A-3790627",2,2019-10-03 17:52:00,2019-10-03 18:24:02,35.183119,-120.701516,35.183119,-120.701516,0,"At Avila Beach Dr/Exit 195 - Accident.",NA,"El Camino Real S","R","San Luis Obispo","San Luis Obispo","CA","93405","US","US/Pacific","KSBP",2019-10-03 17:56:00,60,60,69,29.72,10,"WNW",17,0,"Fair",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"5480","A-2761567",2,2017-01-09 18:06:19,2017-01-10 00:06:19,40.82539,-73.86399,40.8266,-73.85417,0.52,"At White Plains Rd - Accident.",NA,"Bruckner Expy E","R","Bronx","Bronx","NY","10473","US","US/Eastern","KLGA",2017-01-09 17:51:00,23,12.4,50,30.68,10,"SSW",10.4,NA,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Day"
"5481","A-3321313",2,2020-12-11 16:01:00,2020-12-11 17:16:24,25.671755,-80.365108,25.673095,-80.363858,0.121,"Incident on FL-874 NB near FL-821 Drive with caution.",NA,"S Dade Expy N","R","Miami","Miami-Dade","FL","33176","US","US/Eastern","KTMB",2020-12-11 15:53:00,72,72,71,30.05,10,"E",8,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"5482","A-3408018",2,2020-09-22 23:12:00,2020-09-23 00:50:03,34.056125,-118.241182,34.053895,-118.237432,0.264,"Incident on US-101 SB near N LOS ANGELES ST Drive with caution.",NA,"Santa Ana Fwy S","R","Los Angeles","Los Angeles","CA","90012","US","US/Pacific","KCQT",2020-09-22 22:52:00,67,67,81,29.81,7,"CALM",0,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"5483","A-4163423",3,2017-08-28 11:23:25,2017-08-28 17:23:25,34.26785,-118.635573,34.268422,-118.634872,0.056,"At Rocky Peak Rd - Accident. Right lane blocked.",NA,"CA-118 E","R","Simi Valley","Ventura","CA","93063","US","US/Pacific","K3A6",2017-08-28 11:51:00,99,NA,22,28.98,10,NA,NA,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"5484","A-3970730",2,2018-11-23 13:42:51,2018-11-23 14:12:12,47.33378,-122.15279,47.32476,-122.1608,0.727,"At 304th St - Accident. Lane blocked.",NA,"WA-18 W","R","Kent","King","WA","98042","US","US/Pacific","KRNT",2018-11-23 13:53:00,50,NA,80,29.65,10,"SSE",9.2,NA,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"5485","A-3638259",1,2020-04-13 18:00:52,2020-04-13 18:45:52,40.7404,-112.18954,40.7404,-112.18954,0,"At Salt Lake/Tooele County Line - Accident.",NA,"I-80 W","R","Magna","Salt Lake","UT","84044","US","US/Mountain","KU42",2020-04-13 17:54:00,45,37,15,25.82,10,"NW",22,0,"Fair / Windy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"5486","A-4123017",4,2017-11-17 22:54:08,2017-11-18 04:54:08,38.494866,-79.017488,38.496009,-79.020297,0.171,"Closed at Virginia/West Virginia - Road closed due to accident.",9206,"Rawley Pike","R","Hinton","Rockingham","VA","22831-2116","US","US/Eastern","KSHD",2017-11-17 22:55:00,27.3,23.4,85,30.11,10,"WSW",3.5,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"5487","A-3639746",1,2020-04-14 16:46:39,2020-04-14 17:01:39,28.37512,-81.41251,28.36804,-81.38961,1.476,"Between SR-423/John Young Pkwy/Exit 10 and Florida's Tpke/Exit 12 - Accident. Hard shoulder blocked.",NA,"FL-417 N","R","Orlando","Orange","FL","32837","US","US/Eastern","KMCO",2020-04-14 16:53:00,92,92,42,29.83,10,"WSW",9,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"5488","A-3376618",2,2020-12-07 04:26:00,2020-12-07 04:45:00,34.056092,-118.182922,34.061463,-118.163427,1.176,"Slow traffic on San Bernardino Fwy E - I-10 E from City Terrace Dr/Herbert Ave (I-10) to I-710/Long Beach Fwy (I-10) due to accident.",NA,"I-10 E","R","Los Angeles","Los Angeles","CA","90063","US","US/Pacific","KCQT",2020-12-07 04:52:00,48,48,63,29.79,10,"CALM",0,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"5489","A-3001379",2,2020-11-11 06:13:41,2020-11-11 09:55:47,45.715688,-95.098375,45.715868,-95.056885,2.002,"Incident on MN-28 near CR-26 Drive with caution.",47242,"State Highway 28","L","Sauk Centre","Stearns","MN","56378-8135","US","US/Central","KD39",2020-11-11 06:15:00,12,4,92,28.49,5,"S",5,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Day","Day"
"5490","A-2983703",2,2020-09-12 22:09:00,2020-09-13 00:15:58,40.782676,-74.244564,40.796186,-74.249844,0.973,"Incident on I-280 WB near COUNTY HWY-577 Right lane blocked. Expect delays.",NA,"I-280 W","R","West Orange","Essex","NJ","07052","US","US/Eastern","KCDW",2020-09-12 21:53:00,63,63,65,30.07,10,"ESE",3,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"5491","A-3687129",2,2020-01-14 22:07:25,2020-01-15 02:07:24,45.93541,-123.48892,45.93541,-123.48892,0,"At OR-47/Mist-Clatskanie Hwy - Accident.",78698,"Highway 202","R","Seaside","Clatsop","OR","97138-6121","US","US/Pacific","KAST",2020-01-14 21:55:00,33,25,85,30.03,NA,"SSE",10,0,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
